id;date;device;canal;sentiment;type_photo;type_sinistre;anciennete_client;garantie;csat;gravite;region;source;commentaire;commentaire_clean;topic;topic_label;keywords
4021;2024-12-11;Android;App;neg;lenteur;collision;3-10 ans;tiers;2;faible;Normandie;App;Je suis déçu, le dossier met trop longtemps à s'afficher quand je joins une pièce, mais je perds un temps fou, merci de corriger vite.;décevoir dossier mettre trop afficher joindre pièce perdre temps fou corriger vite;50;Thème 50 (à analyser);afficher, dossier, mettre, pièce, trop, joindre, avancer, envoyer, réessayer, rien
4022;2024-08-12;Android;Email;neu;photo;catastrophe_naturelle;10+ ans;tous_risques;3;faible;PACA;Téléphone;Ça pourrait être mieux, l'ajout des photos bloque même en 4G, donc j'ai dû m'y reprendre, le support via téléphone a aidé.;mieux ajout photo bloquer gramme devoir reprendre support téléphone aider;78;Thème 78 (à analyser);téléphone, aider, support, image, reprendre, photo, joindre, devoir, globalement, limite
4023;2024-07-12;Android;App;neg;parcours;collision;3-10 ans;jeune_conducteur;2;faible;Bretagne;Agence;Franchement, les boutons ne sont pas clairs sur le récapitulatif et je perds tout, honnêtement rien n'avance, j'espère que ça ira mieux.;franchement bouton clair récapitulatif perdre honnêtement rien avance espérer aller mieux;82;Thème 82 (à analyser);bouton, clair, devis, récapitulatif, sinistre, bref, aller, espérer, réessayer, avancer
4024;2024-09-08;Web;Téléphone;neg;bug;collision;0-1 an;tiers;2;faible;Bourgogne-Franche-Comté;App;Très mécontent, le bouton valider ne fait rien sur la dernière étape, franchement je perds un temps fou, bonne journée.;mécontent bouton valider rien dernier étape franchement perdre temps fou bon journée;47;Thème 47 (à analyser);bouton, valider, jour, mise, confirmer, fou, temps, rien, perdre, dossier
4025;2024-10-07;iOS;Téléphone;neu;photo;collision;3-10 ans;pro;3;faible;Normandie;Email;Ça pourrait être mieux, l'ajout des photos bloque sur l'étape des justificatifs, et j'ai dû m'y reprendre, ça manque de simplicité.;mieux ajout photo bloqu étape justificatif devoir reprendre manque simplicité;76;Thème 76 (à analyser);attente, manque, simplicité, photo, limite, passer, mitiger, reprendre, globalement, devoir
4026;2024-12-19;Android;Web;pos;bug;collision;1-3 ans;tous_risques;4;moyenne;PACA;App;Très satisfait, un message d'erreur apparaît sur la dernière étape mais la résolution a été rapide, bref le suivi était clair, service efficace.;satisfait message erreur apparaître dernier étape résolution être rapide bref suivi clair service efficace;-1;Commentaires généraux / hors sujet;
4027;2024-04-04;Web;App;neg;photo;collision;0-1 an;tiers;1;faible;Nouvelle-Aquitaine;Téléphone;Très mécontent, la caméra ne s ouvre pas pendant la déclaration et je perds tout, honnêtement ça bloque encore, je vais réessayer plus tard.;mécontent caméra ouvrir déclaration perdre honnêtement bloquer réessayer tard;33;Thème 33 (à analyser);caméra, ouvrir, déclaration, avance, inadmissible, mécontent, rien, pénible, devenir, vite
4028;2024-10-12;Web;App;neg;lenteur;catastrophe_naturelle;0-1 an;tous_risques;2;faible;Grand Est;App;Je suis déçu le dossier met trop longtemps à s'afficher quand je joins une pièce et je perds tout franchement rien n'avance je vais réessayer.;décevoir dossier mettre trop afficher joindre pièce perdre franchement rien avancer réessayer;50;Thème 50 (à analyser);afficher, dossier, mettre, pièce, trop, joindre, avancer, envoyer, réessayer, rien
4029;2024-03-27;Android;Web;pos;parcours;collision;10+ ans;tous_risques;5;moyenne;Nouvelle-Aquitaine;App;Très satisfait, les infos demandées se répètent quand il faut choisir le garage et j'ai pu finaliser sans stress.;satisfait info demander répèter falloir choisir garage finaliser stress;167;Thème 167 (à analyser);garage, choisir, falloir, finaliser, stress, clair, expérience, suivi, satisfait, parcours
4030;2024-08-04;iOS;App;neg;complexité;collision;3-10 ans;tous_risques;1;moyenne;Hauts-de-France;App;Très mécontent, la procédure est trop longue pour un sinistre simple et je perds tout, franchement je perds un temps fou, merci quand même.;mécontent procédure trop long sinistre simple perdre franchement perdre temps fou;60;Thème 60 (à analyser);procédure, long, trop, simple, envoyer, sinistre, finir, avancer, appeler, bol
4031;2024-10-06;Android;App;pos;complexité;bris_de_glace;1-3 ans;tous_risques;5;faible;Nouvelle-Aquitaine;App;Très satisfait, trop de champs obligatoires juste pour une info mais la résolution a été rapide, honnêtement le suivi était clair, bravo à l'équipe.;satisfait trop champ obligatoire info résolution être rapide honnêtement suivi clair bravo équipe;175;Thème 175 (à analyser);équipe, bravo, résolution, être, rapide, satisfait, réponse, bien, suivi, trop
4032;2024-02-28;Web;App;pos;bug;collision;10+ ans;tiers;4;moyenne;Île-de-France;Web;Nickel, l'application plante sur mon téléphone et j'ai pu finaliser sans stress, du coup le suivi était clair, bravo à l'équipe, bien.;nickel application plant téléphone finaliser stress coup suivi clair bravo équipe bien;4;Finalisation impossible / stress;nickel, finaliser, stress, continuer, réponse, bien, expliquer, équipe, service, bravo
4033;2024-04-19;iOS;Web;neu;photo;collision;3-10 ans;tiers;3;faible;Centre-Val de Loire;App;Pas terrible mais bon, la caméra ne s ouvre pas pendant la déclaration, et j'ai dû m'y reprendre, le support via app a aidé.;terrible bon caméra ouvrir déclaration devoir reprendre support app aider;101;Thème 101 (à analyser);caméra, ouvrir, aider, support, app, web, terrible, agence, limite, reprendre
4034;2024-10-04;Web;Web;neg;complexité;catastrophe_naturelle;10+ ans;tous_risques;1;forte;Bourgogne-Franche-Comté;Web;Franchement, trop de champs obligatoires alors que j'ai déjà envoyé, alors ça bloque encore, bonne journée.;franchement trop champ obligatoire envoyer bloquer bon journée;202;Thème 202 (à analyser);technique, journée, trop, champ, obligatoire, afficher, bon, envoyer, dossier, mettre
4035;2024-09-30;Android;Téléphone;neg;authentification;collision;3-10 ans;tiers;1;moyenne;Auvergne-Rhône-Alpes;App;Franchement, le lien de connexion expire alors que mes identifiants sont bons malgré plusieurs essais, alors ça bloque encore, bonne journée.;franchement lien connexion expir identifiant bon essai bloquer bon journée;-1;Commentaires généraux / hors sujet;
4036;2024-04-06;Web;App;neg;lenteur;collision;1-3 ans;tiers;2;faible;Occitanie;Téléphone;Franchement, le dossier met trop longtemps à s'afficher à chaque étape, franchement rien n'avance, bonne journée.;franchement dossier mettre trop afficher étape franchement rien avance bon journée;-1;Commentaires généraux / hors sujet;
4037;2024-08-21;iOS;App;neg;photo;collision;10+ ans;tous_risques;2;faible;Centre-Val de Loire;Agence;Ras-le-bol, le scan des documents tourne en rond après trois essais malgré plusieurs essais, franchement je perds un temps fou, j'ai fini par appeler.;ras-le-bol scan document tourne rond essai essai franchement perdre temps fou finir appeler;12;Scan de documents qui tourne en rond;scan, document, tourne, rond, fou, temps, perdre, justificatif, espérer, gramme
4038;2024-01-04;Android;Téléphone;neg;photo;bris_de_glace;0-1 an;jeune_conducteur;1;faible;Occitanie;App;Ras-le-bol, je ne peux pas joindre les images même en 4G et je perds tout, et je perds un temps fou, merci de corriger vite.;ras-le-bol joindre image gramme perdre perdre temps fou corriger vite;-1;Commentaires généraux / hors sujet;
4039;2024-05-12;iOS;Téléphone;neu;authentification;bris_de_glace;3-10 ans;tous_risques;3;faible;Pays de la Loire;Téléphone;C'est mitigé, le lien de connexion expire après changement de téléphone, du coup j'ai dû m'y reprendre, j'attends une amélioration.;mitiger lien connexion expir changement téléphone coup devoir reprendre attendre amélioration;25;Thème 25 (à analyser);changement, téléphone, expir, connexion, lien, connecter, face, reconnaissance, arriver, code
4040;2024-05-24;Android;App;pos;lenteur;bris_de_glace;10+ ans;tous_risques;5;moyenne;PACA;Web;Très satisfait, le dossier met trop longtemps à s'afficher quand je joins une pièce et j'ai pu finaliser sans stress.;satisfait dossier mettre trop afficher joindre pièce finaliser stress;34;Thème 34 (à analyser);finaliser, stress, continuer, expérience, satisfait, expliquer, bien, suivi, clair, bouton
4041;2024-04-23;iOS;Web;neg;lenteur;collision;1-3 ans;jeune_conducteur;2;moyenne;Île-de-France;App;Franchement, le dossier met trop longtemps à s'afficher depuis hier soir malgré plusieurs essais, donc rien n'avance, bonne journée.;franchement dossier mettre trop afficher hier soir essai rien avance bon journée;125;Thème 125 (à analyser);afficher, soir, hier, dossier, mettre, trop, finir, globalement, sérieux, appeler
4042;2024-07-26;Android;Email;neg;photo;bris_de_glace;10+ ans;tous_risques;2;faible;Île-de-France;App;C'est inadmissible, la caméra ne s'ouvre pas sur l'étape des justificatifs et je perds tout, honnêtement ça bloque encore, merci quand même.;inadmissible caméra ouvrir étape justificatif perdre honnêtement bloquer;32;Thème 32 (à analyser);caméra, ouvrir, bloquer, pénible, devenir, formulaire, sérieux, valider, gramme, moment
4043;2024-08-13;iOS;App;pos;photo;bris_de_glace;0-1 an;tous_risques;5;forte;Île-de-France;Web;Nickel, l'envoi des clichés échoue après trois essais au début, puis tout s'est débloqué rapidement, du coup tout est bien expliqué, bravo à l'équipe.;nickel envoi cliché échouer essai début débloquer rapidement coup bien expliquer bravo équipe;2;Blocage après un bon début;nickel, début, débloquer, rapidement, rapide, résolution, être, efficace, suivi, service
4044;2024-01-30;Android;Téléphone;neu;lenteur;catastrophe_naturelle;1-3 ans;pro;3;forte;PACA;App;Ça pourrait être mieux, le dossier met trop longtemps à s'afficher depuis ce matin, honnêtement j'ai dû m'y reprendre, j'attends une amélioration.;mieux dossier mettre trop afficher matin honnêtement devoir reprendre attendre amélioration;56;Thème 56 (à analyser);matin, afficher, dossier, mettre, trop, interminable, chargement, mouliner, manque, simplicité
4045;2024-09-30;Web;App;neg;photo;collision;0-1 an;tous_risques;2;forte;Nouvelle-Aquitaine;Email;Franchement, les photos restent en attente après trois essais malgré plusieurs essais, bref ça bloque encore, merci de corriger vite.;franchement photo attente essai essai bref bloquer corriger vite;35;Thème 35 (à analyser);attente, photo, bloquer, vite, sérieux, essai, formulaire, corriger, décevoir, justificatif
4046;2024-08-09;Android;App;neu;photo;bris_de_glace;3-10 ans;tiers;3;moyenne;Normandie;App;Ça pourrait être mieux, l'envoi des clichés échoue après trois essais, du coup j'ai réussi au final, j'attends une amélioration.;mieux envoi cliché échouer essai coup réussir final attendre amélioration;214;Thème 214 (à analyser);cliché, envoi, échouer, amélioration, attendre, mieux, réussir, final, mot, refuser
4047;2024-01-22;Android;App;neg;parcours;bris_de_glace;1-3 ans;tiers;1;moyenne;Grand Est;Email;Franchement, je n'arrive pas à trouver où suivre mon sinistre entre les onglets malgré plusieurs essais, donc ça bloque encore, j'espère que ça ira mieux.;franchement arriver trouver sinistre onglet essai bloquer espérer aller mieux;43;Thème 43 (à analyser);trouver, onglet, arriver, sinistre, espérer, bloquer, aller, honnêtement, inadmissible, décevoir
4048;2024-06-27;iOS;App;neg;photo;incendie;0-1 an;tous_risques;2;faible;Pays de la Loire;Agence;Je suis déçu, les photos restent en attente après trois essais, honnêtement ça bloque encore, bonne journée.;décevoir photo attente essai honnêtement bloquer bon journée;42;Thème 42 (à analyser);journée, ajout, photo, bon, bloquer, bloqu, gramme, image, attente, joindre
4049;2024-03-05;Android;App;neg;lenteur;catastrophe_naturelle;3-10 ans;tous_risques;1;moyenne;PACA;Web;Je suis déçu, l'app met des minutes à répondre depuis hier soir, honnêtement ça bloque encore, merci de corriger vite.;décevoir app mettre minute répondre hier soir honnêtement bloquer corriger vite;102;Thème 102 (à analyser);hier, répondre, soir, minute, mettre, app, tard, réessayer, décevoir, honnêtement
4050;2024-03-30;iOS;App;neu;photo;vol;1-3 ans;tiers;3;faible;Île-de-France;App;Globalement ça va, les photos restent en attente à la fin du formulaire, franchement j'ai dû m'y reprendre, ça manque de simplicité.;globalement photo attente fin formulaire franchement devoir reprendre manque simplicité;76;Thème 76 (à analyser);attente, manque, simplicité, photo, limite, passer, mitiger, reprendre, globalement, devoir
4051;2024-04-25;iOS;App;neg;authentification;catastrophe_naturelle;10+ ans;tous_risques;1;faible;Occitanie;App;Très mécontent, je n'arrive pas à me connecter alors que mes identifiants sont bons, et je perds un temps fou, je vais réessayer plus tard.;mécontent arriver connecter identifiant bon perdre temps fou réessayer tard;-1;Commentaires généraux / hors sujet;
4052;2024-02-08;Android;Web;neg;photo;bris_de_glace;10+ ans;jeune_conducteur;2;faible;Île-de-France;Email;Franchement, les photos restent en attente pendant la déclaration et je perds tout, bref ça bloque encore, j'ai fini par appeler.;franchement photo attente déclaration perdre bref bloquer finir appeler;-1;Commentaires généraux / hors sujet;
4053;2024-01-05;Android;App;neu;complexité;collision;3-10 ans;tiers;3;forte;Île-de-France;App;Globalement ça va, je dois refaire plusieurs fois avant de valider, franchement j'ai réussi au final, j'attends une amélioration.;globalement devoir refaire fois valider franchement réussir final attendre amélioration;88;Thème 88 (à analyser);déconnecter, amélioration, attendre, mouliner, connecter, fois, refaire, identifiant, devoir, mitiger
4054;2024-04-14;Android;Email;neg;photo;catastrophe_naturelle;1-3 ans;tous_risques;1;faible;Île-de-France;Téléphone;C'est inadmissible, l'ajout des photos bloque au moment de valider et je perds tout, honnêtement rien n'avance, merci quand même.;inadmissible ajout photo bloqu moment valider perdre honnêtement rien avance;22;Thème 22 (à analyser);bloqu, ajout, photo, formulaire, valider, moment, fin, justificatif, inadmissible, avance
4055;2024-01-24;Web;Web;neg;lenteur;collision;1-3 ans;tous_risques;1;moyenne;Grand Est;App;Ras-le-bol, le dossier met trop longtemps à s'afficher au moment d'envoyer malgré plusieurs essais, mais je perds un temps fou, j'espère que ça ira mieux.;ras-le-bol dossier mettre trop afficher moment envoyer essai perdre temps fou espérer aller mieux;-1;Commentaires généraux / hors sujet;
4056;2024-09-02;Android;App;pos;parcours;collision;0-1 an;jeune_conducteur;5;moyenne;Bretagne;Téléphone;Merci, les infos demandées se répètent pour une simple déclaration et j'ai pu finaliser sans stress, franchement j'ai eu une réponse rapide, service efficace, merci.;info demander répèter simple déclaration finaliser stress franchement réponse rapide service efficace;38;Thème 38 (à analyser);finaliser, stress, service, efficace, expérience, réponse, suivi, satisfait, bien, super
4057;2024-09-18;Android;Téléphone;neg;bug;collision;0-1 an;tous_risques;2;faible;Normandie;Email;Ras-le-bol, j'ai un écran blanc sur mon téléphone et je perds tout, du coup je perds un temps fou, merci quand même.;ras-le-bol écran blanc téléphone perdre coup perdre temps fou;96;Thème 96 (à analyser);blanc, téléphone, écran, aider, support, passer, dernier, limite, terrible, fou
4058;2024-09-24;Android;App;neg;parcours;catastrophe_naturelle;10+ ans;tous_risques;1;moyenne;Hauts-de-France;Email;Je suis déçu, les infos demandées se répètent quand il faut choisir le garage malgré plusieurs essais, bref je perds un temps fou, bonne journée.;décevoir info demander répèter falloir choisir garage essai bref perdre temps fou bon journée;63;Thème 63 (à analyser);choisir, garage, falloir, répèter, demander, info, réessayer, tard, décevoir, fou
4059;2024-01-27;iOS;App;neg;lenteur;collision;10+ ans;tiers;1;moyenne;PACA;Web;Franchement, le chargement est interminable à chaque étape malgré plusieurs essais, bref je perds un temps fou, je vais réessayer plus tard.;franchement chargement interminable étape essai bref perdre temps fou réessayer tard;3;Chargement interminable des pièces;chargement, interminable, pièce, envoyer, joindre, moment, tard, réessayer, étape, perdre
4060;2024-01-14;Android;Agence;neu;bug;collision;1-3 ans;jeune_conducteur;3;faible;Hauts-de-France;App;C'est mitigé, le bouton valider ne fait rien après la mise à jour, et ça passe mais c'est limite, j'attends une amélioration.;mitiger bouton valider rien mise jour passer limite attendre amélioration;162;Thème 162 (à analyser);bouton, attendre, valider, amélioration, passer, mitiger, dernier, mise, jour, rien
4061;2024-11-28;iOS;App;neu;lenteur;collision;3-10 ans;tiers;3;moyenne;Centre-Val de Loire;App;C'est mitigé, ça mouline sans fin depuis ce matin, mais ça passe mais c'est limite, ça manque de simplicité.;mitiger mouliner fin matin passer limite manque simplicité;56;Thème 56 (à analyser);matin, afficher, dossier, mettre, trop, interminable, chargement, mouliner, manque, simplicité
4062;2024-12-03;Android;Email;neu;photo;vol;0-1 an;tous_risques;3;faible;Normandie;App;Globalement ça va, l'envoi des clichés échoue après trois essais, honnêtement j'ai réussi au final, ça manque de simplicité.;globalement envoi cliché échouer essai honnêtement réussir final manque simplicité;161;Thème 161 (à analyser);manque, simplicité, réussir, final, cliché, envoi, échouer, apparaître, erreur, message
4063;2024-09-06;Web;App;neg;parcours;collision;1-3 ans;tiers;2;faible;Île-de-France;App;Franchement, je n'arrive pas à trouver où suivre mon sinistre entre les onglets, franchement ça bloque encore, j'ai fini par appeler.;franchement arriver trouver sinistre onglet franchement bloquer finir appeler;43;Thème 43 (à analyser);trouver, onglet, arriver, sinistre, espérer, bloquer, aller, honnêtement, inadmissible, décevoir
4064;2024-07-24;Android;App;neg;photo;collision;1-3 ans;pro;1;moyenne;Île-de-France;Téléphone;C'est inadmissible, l'envoi des clichés échoue à la fin du formulaire malgré plusieurs essais, franchement rien n'avance, j'ai fini par appeler.;inadmissible envoi cliché échouer fin formulaire essai franchement rien avance finir appeler;150;Thème 150 (à analyser);envoi, cliché, échouer, appeler, finir, formulaire, fin, le, bol, ras
4065;2024-06-02;Android;Email;neu;authentification;vol;0-1 an;tous_risques;3;faible;Occitanie;Web;Globalement ça va, je n'arrive pas à me connecter après changement de téléphone, bref j'ai réussi au final, le support via web a aidé.;globalement arriver connecter changement téléphone bref réussir final support web aider;-1;Commentaires généraux / hors sujet;
4066;2024-11-08;Android;App;pos;photo;vol;10+ ans;tous_risques;5;faible;Grand Est;App;Nickel, je ne peux pas joindre les images pendant la déclaration mais la résolution a été rapide, franchement le suivi était clair, service efficace, clair.;nickel joindre image déclaration résolution être rapide franchement suivi clair service efficace clair;52;Thème 52 (à analyser);nickel, rapide, être, résolution, continuer, début, débloquer, rapidement, réponse, expliquer
4067;2024-07-13;iOS;App;neg;complexité;bris_de_glace;1-3 ans;tous_risques;1;faible;Normandie;App;Je suis déçu, les justificatifs demandés sont trop nombreux juste pour une info et je perds tout, franchement rien n'avance, je vais réessayer plus tard.;décevoir justificatif demander trop info perdre franchement rien avance réessayer tard;199;Thème 199 (à analyser);demander, justificatif, info, trop, tard, réessayer, avancer, franchement, rien, avance
4068;2024-06-25;iOS;App;pos;photo;vol;3-10 ans;tous_risques;5;faible;Auvergne-Rhône-Alpes;App;Nickel, je ne peux pas joindre les images après trois essais mais la résolution a été rapide.;nickel joindre image essai résolution être rapide;52;Thème 52 (à analyser);nickel, rapide, être, résolution, continuer, début, débloquer, rapidement, réponse, expliquer
4069;2024-05-16;iOS;Web;neg;photo;vol;0-1 an;tous_risques;2;forte;Bretagne;App;C'est inadmissible, la caméra ne s'ouvre pas même en 4G, alors je perds un temps fou, merci de corriger vite.;inadmissible caméra ouvrir gramme perdre temps fou corriger vite;5;Caméra qui ne s’ouvre pas;caméra, ouvrir, fou, temps, perdre, formulaire, valider, moment, fin, méconter
4070;2024-12-09;iOS;App;neg;complexité;incendie;10+ ans;tous_risques;1;moyenne;Île-de-France;Téléphone;Très mécontent, c'est trop technique pour un petit impact et je perds tout, honnêtement rien n'avance, merci de corriger vite.;mécontent trop technique petit impact perdre honnêtement rien avance corriger vite;-1;Commentaires généraux / hors sujet;
4071;2024-06-19;Android;App;neg;lenteur;bris_de_glace;10+ ans;tiers;1;faible;Normandie;App;C'est inadmissible, ça mouline sans fin quand je joins une pièce et je perds tout, mais je perds un temps fou, j'ai fini par appeler.;inadmissible mouliner fin joindre pièce perdre perdre temps fou finir appeler;-1;Commentaires généraux / hors sujet;
4072;2024-12-21;Android;Web;neg;photo;collision;3-10 ans;tous_risques;2;moyenne;Hauts-de-France;App;Ras-le-bol, l'envoi des clichés échoue sur l'étape des justificatifs, honnêtement rien n'avance, merci de corriger vite.;ras-le-bol envoi cliché échouer étape justificatif honnêtement rien avance corriger vite;57;Thème 57 (à analyser);cliché, envoi, échouer, avance, rien, valider, vite, corriger, bol, le
4073;2024-09-06;Web;Web;neu;complexité;catastrophe_naturelle;1-3 ans;pro;3;faible;PACA;Téléphone;Globalement ça va, je dois refaire plusieurs fois avant de valider, mais j'ai dû m'y reprendre, ça manque de simplicité.;globalement devoir refaire fois valider devoir reprendre manque simplicité;182;Thème 182 (à analyser);déconnecter, simplicité, manque, connecter, tentative, mouliner, devoir, reprendre, dernier, globalement
4074;2024-11-06;Android;App;neg;lenteur;collision;0-1 an;tous_risques;2;faible;Île-de-France;Web;C'est inadmissible, le site rame énormément au moment d'envoyer, mais rien n'avance, je vais réessayer plus tard.;inadmissible site rame énormément moment envoyer rien avancer réessayer tard;26;Thème 26 (à analyser);énormément, rame, site, pièce, envoyer, joindre, moment, vite, avance, corriger
4075;2024-12-07;iOS;App;neu;lenteur;collision;1-3 ans;tous_risques;3;moyenne;Pays de la Loire;Email;C'est mitigé, le chargement est interminable à chaque étape, bref j'ai dû m'y reprendre, le support via email a aidé.;mitiger chargement interminable étape bref devoir reprendre support e-mail aider;75;Thème 75 (à analyser);mail, aider, support, agence, mitiger, réussir, reprendre, devoir, final, refuser
4076;2024-12-20;iOS;App;neg;parcours;vol;1-3 ans;tous_risques;1;forte;Grand Est;Email;Franchement les boutons ne sont pas clairs entre devis et sinistre et je perds tout bref je perds un temps fou je vais réessayer plus.;franchement bouton clair devis sinistre perdre bref perdre temps fou réessayer;107;Thème 107 (à analyser);bouton, clair, récapitulatif, devis, fou, temps, sinistre, perdre, finir, devenir
4077;2024-07-13;Android;App;neg;authentification;incendie;1-3 ans;tous_risques;1;faible;Occitanie;Web;Je suis déçu, le mot de passe est refusé même après réinitialisation malgré plusieurs essais, du coup rien n'avance, ça devient pénible.;décevoir mot passe refuser réinitialisation essai coup rien avancer devenir pénible;40;Thème 40 (à analyser);face, reconnaissance, réinitialisation, mot, passe, refuser, identifiant, échouer, vite, corriger
4078;2024-09-15;Android;App;neu;photo;bris_de_glace;1-3 ans;tous_risques;3;moyenne;Occitanie;Email;Globalement ça va, les photos restent en attente au moment de valider, et j'ai réussi au final, le support via email a aidé.;globalement photo attente moment valider réussir final support e-mail aider;169;Thème 169 (à analyser);mail, support, aider, limite, image, passer, joindre, globalement, photo, ajout
4079;2024-05-10;Web;Web;neu;complexité;collision;1-3 ans;tiers;3;faible;Grand Est;Téléphone;Globalement ça va, la procédure est trop longue pour avancer, alors j'ai dû m'y reprendre, le support via téléphone a aidé.;globalement procédure trop long avancer devoir reprendre support téléphone aider;21;Thème 21 (à analyser);téléphone, aider, support, limite, terrible, devoir, passer, réussir, fois, refaire
4080;2024-03-01;iOS;Web;neg;bug;collision;3-10 ans;tous_risques;1;moyenne;Occitanie;Email;Je suis déçu le bouton valider ne fait rien après la mise à jour et je perds tout mais je perds un temps fou ça.;décevoir bouton valider rien mise jour perdre perdre temps fou;47;Thème 47 (à analyser);bouton, valider, jour, mise, confirmer, fou, temps, rien, perdre, dossier
4081;2024-10-10;Android;App;neg;lenteur;bris_de_glace;3-10 ans;tous_risques;1;moyenne;Pays de la Loire;Email;C'est inadmissible, l'app met des minutes à répondre depuis ce matin malgré plusieurs essais, franchement je perds un temps fou, j'ai fini par appeler.;inadmissible app mettre minute répondre matin essai franchement perdre temps fou finir appeler;70;Thème 70 (à analyser);répondre, minute, matin, mettre, app, journée, vite, corriger, franchement, avance
4082;2024-10-10;iOS;App;neg;complexité;collision;3-10 ans;jeune_conducteur;2;faible;Grand Est;App;Franchement, les justificatifs demandés sont trop nombreux pour avancer, du coup rien n'avance, je vais réessayer plus tard.;franchement justificatif demander trop avancer coup rien avancer réessayer tard;199;Thème 199 (à analyser);demander, justificatif, info, trop, tard, réessayer, avancer, franchement, rien, avance
4083;2024-09-12;Web;Web;neg;lenteur;incendie;3-10 ans;tous_risques;1;moyenne;Occitanie;Téléphone;Très mécontent, le site rame énormément à chaque étape malgré plusieurs essais, alors rien n'avance, c'est pas sérieux.;mécontent site rame énormément étape essai rien avance sérieux;26;Thème 26 (à analyser);énormément, rame, site, pièce, envoyer, joindre, moment, vite, avance, corriger
4084;2024-10-09;Web;App;neg;parcours;collision;3-10 ans;tiers;1;moyenne;Île-de-France;App;C'est inadmissible, le parcours est confus quand il faut choisir le garage malgré plusieurs essais, mais rien n'avance, merci de corriger vite.;inadmissible parcours confus falloir choisir garage essai rien avance corriger vite;8;Choix du garage / compréhension du parcours;falloir, choisir, garage, comprendre, parcours, confus, étape, inadmissible, manqu, manque
4085;2024-10-30;Android;Web;neg;lenteur;vol;10+ ans;tous_risques;1;moyenne;Bretagne;Web;C'est inadmissible, les pages se figent à chaque clic au moment d'envoyer malgré plusieurs essais, et ça bloque encore, j'ai fini par appeler.;inadmissible page figer clic moment envoyer essai bloquer finir appeler;0;Pages figées / clics inactifs;page, clic, figer, boucle, pièce, dernier, matin, soir, hier, confirmer
4086;2024-03-27;Android;App;neg;lenteur;bris_de_glace;1-3 ans;tous_risques;1;moyenne;Occitanie;Web;Je suis déçu, les pages se figent à chaque clic sur la validation finale, donc je perds un temps fou, bonne journée.;décevoir page figer clic validation final perdre temps fou bon journée;74;Thème 74 (à analyser);validation, clic, figer, page, final, être, résolution, espérer, rapide, aller
4087;2024-07-14;iOS;App;neg;lenteur;collision;10+ ans;pro;2;moyenne;Nouvelle-Aquitaine;App;Ras-le-bol, le dossier met trop longtemps à s'afficher à chaque étape, honnêtement ça bloque encore, bonne journée.;ras-le-bol dossier mettre trop afficher étape honnêtement bloquer bon journée;-1;Commentaires généraux / hors sujet;
4088;2024-11-09;Web;Web;neg;photo;bris_de_glace;10+ ans;tous_risques;1;faible;Bretagne;Web;Je suis déçu, je ne peux pas joindre les images même en 4G malgré plusieurs essais, donc je perds un temps fou, c'est pas sérieux.;décevoir joindre image gramme essai perdre temps fou sérieux;108;Thème 108 (à analyser);image, joindre, fou, temps, formulaire, le, bol, ras, perdre, fin
4089;2024-03-28;Web;App;neg;photo;catastrophe_naturelle;3-10 ans;tous_risques;1;faible;Île-de-France;Web;Je suis déçu, je ne peux pas joindre les images sur l'étape des justificatifs, franchement ça bloque encore, j'ai fini par appeler.;décevoir joindre image étape justificatif franchement bloquer finir appeler;184;Thème 184 (à analyser);image, appeler, finir, joindre, bloquer, gramme, justificatif, honnêtement, franchement, ras
4090;2024-05-21;Web;Web;neg;bug;bris_de_glace;0-1 an;tiers;1;moyenne;Bretagne;App;Très mécontent, l'application plante quand j'ouvre le dossier malgré plusieurs essais, franchement je perds un temps fou, c'est pas sérieux.;mécontent application plant ouvrir dossier essai franchement perdre temps fou sérieux;7;Application qui plante;application, plant, plante, appli, dernier, confirmer, mise, jour, dossier, passer
4091;2024-12-22;Android;App;neu;photo;catastrophe_naturelle;1-3 ans;tiers;3;moyenne;Grand Est;Web;Pas terrible mais bon, je ne peux pas joindre les images après trois essais, alors j'ai dû m'y reprendre, le support via web a aidé.;terrible bon joindre image essai devoir reprendre support web aider;79;Thème 79 (à analyser);web, aider, support, attente, photo, limite, passer, ajout, agence, gramme
4092;2024-09-24;iOS;App;neg;photo;bris_de_glace;3-10 ans;tous_risques;2;moyenne;PACA;Email;C'est inadmissible, les photos restent en attente pendant la déclaration, alors rien n'avance, j'espère que ça ira mieux.;inadmissible photo attente déclaration rien avance espérer aller mieux;-1;Commentaires généraux / hors sujet;
4093;2024-09-24;Android;App;neg;complexité;collision;10+ ans;tous_risques;2;moyenne;Nouvelle-Aquitaine;Web;Ras-le-bol les justificatifs demandés sont trop nombreux pour un sinistre simple et je perds tout du coup je perds un temps fou j'ai fini par.;ras-le-bol justificatif demander trop sinistre simple perdre coup perdre temps fou finir;177;Thème 177 (à analyser);simple, demander, justificatif, trop, sinistre, sérieux, le, ras, bol, vite
4094;2024-04-04;Web;Web;pos;lenteur;collision;3-10 ans;pro;4;faible;PACA;Web;Bonne expérience, ça mouline sans fin au moment d'envoyer et j'ai pu finaliser sans stress, mais tout est bien expliqué, bravo à l'équipe, efficace.;bon expérience mouliner fin moment envoyer finaliser stress bien expliquer bravo équipe efficace;87;Thème 87 (à analyser);équipe, bravo, stress, finaliser, suivi, expérience, expliquer, satisfait, bien, mouliner
