id,date_commentaire,device,canal,sentiment,type_irritant,type_sinistre,anciennete_client,type_contrat,csat,gravite_sinistre,region_client,canal_resolution,commentaire,commentaire_clean,topic,topic_label,topic_label_clean,topic_label_exec
4427,2024-01-19,Android,Web,neu,bug,collision,10+ ans,tiers,3,faible,Île-de-France,Téléphone,"Ça pourrait être mieux, un message d'erreur apparaît quand j'ouvre le dossier, honnêtement j'ai réussi au final, j'attends une amélioration.",mieux message erreur apparaître ouvrir dossier honnêtement réussir final attendre amélioration,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4428,2024-05-08,Android,Email,neu,photo,bris_de_glace,1-3 ans,tous_risques,3,moyenne,Île-de-France,Web,Ça pourrait être mieux le scan des documents tourne en rond sur l'étape des justificatifs du coup j'ai réussi au final le support via web.,mieux scan document tourne rond étape justificatif coup réussir final support web,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
4429,2024-05-27,iOS,Web,neu,parcours,vol,10+ ans,tiers,3,faible,Auvergne-Rhône-Alpes,Web,"Globalement ça va, les infos demandées se répètent entre devis et sinistre, donc j'ai réussi au final, j'attends une amélioration.",globalement info demander répèter devis sinistre réussir final attendre amélioration,-1,Outliers,Outliers,Outliers
4430,2024-10-07,iOS,Agence,pos,lenteur,collision,3-10 ans,tous_risques,5,forte,PACA,App,"Merci, ça mouline sans fin depuis hier soir et j'ai pu finaliser sans stress, franchement le suivi était clair, continuez comme ça, merci.",mouliner fin hier soir finaliser stress franchement suivi clair continuer,8,finaliser / stress / satisfait,finaliser / stress / satisfait,finaliser / stress / satisfait
4431,2024-05-18,iOS,App,neg,photo,incendie,3-10 ans,tous_risques,1,faible,PACA,Téléphone,"Très mécontent, l'ajout des photos bloque même en 4G et je perds tout, alors je perds un temps fou, j'espère que ça ira mieux.",mécontent ajout photo bloquer perdre perdre temps fou espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4432,2024-01-11,Android,App,pos,bug,incendie,1-3 ans,tous_risques,4,forte,Hauts-de-France,App,"Nickel, le bouton valider ne fait rien au moment de confirmer et j'ai pu finaliser sans stress, alors le suivi était clair, service efficace, rapide.",nickel bouton valider rien moment confirmer finaliser stress suivi clair service efficace rapide,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
4433,2024-04-12,Web,App,neg,photo,collision,3-10 ans,tous_risques,2,faible,Île-de-France,App,"Franchement, l'envoi des clichés échoue même en 4G malgré plusieurs essais, franchement rien n'avance, bonne journée.",franchement envoi cliché échouer essai franchement rien avance bon journée,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4434,2024-01-27,Android,App,pos,authentification,collision,3-10 ans,tous_risques,4,faible,Auvergne-Rhône-Alpes,Téléphone,"Nickel, je n'arrive pas à me connecter sur l'espace client au début, puis tout s'est débloqué rapidement, et le suivi était clair, service efficace.",nickel arriver connecter espace client début débloquer rapidement suivi clair service efficace,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
4435,2024-04-22,Android,Web,neg,photo,collision,10+ ans,tous_risques,1,moyenne,Nouvelle-Aquitaine,App,"Ras-le-bol, les photos restent en attente même en 4G malgré plusieurs essais, franchement je perds un temps fou, merci quand même.",ras-le-bol photo attente essai franchement perdre temps fou,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4436,2024-09-13,Android,App,neu,parcours,collision,0-1 an,tous_risques,3,faible,Occitanie,App,"Globalement ça va, les boutons ne sont pas clairs entre les onglets, donc ça passe mais c'est limite, ça manque de simplicité.",globalement bouton clair onglet passer limite manque simplicité,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4437,2024-10-05,Android,Web,neg,photo,bris_de_glace,10+ ans,tiers,2,moyenne,Nouvelle-Aquitaine,App,"C'est inadmissible, je ne peux pas joindre les images au moment de valider malgré plusieurs essais, alors rien n'avance, j'espère que ça ira mieux.",inadmissible joindre image moment valider essai rien avance espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4438,2024-12-03,Web,App,neg,complexité,bris_de_glace,1-3 ans,tous_risques,1,faible,Auvergne-Rhône-Alpes,App,"Ras-le-bol, la procédure est trop longue pour un sinistre simple et je perds tout, bref rien n'avance, c'est pas sérieux.",ras-le-bol procédure trop long sinistre simple perdre bref rien avance sérieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4439,2024-09-01,Web,App,neg,photo,bris_de_glace,0-1 an,tous_risques,2,moyenne,Occitanie,App,"Ras-le-bol, je ne peux pas joindre les images après trois essais et je perds tout, franchement ça bloque encore, je vais réessayer plus tard.",ras-le-bol joindre image essai perdre franchement bloquer réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4440,2024-12-19,Web,App,neg,photo,catastrophe_naturelle,3-10 ans,tiers,2,forte,Occitanie,Web,Je suis déçu le scan des documents tourne en rond sur l'étape des justificatifs et je perds tout honnêtement je perds un temps fou j'espère.,décevoir scan document tourne rond étape justificatif perdre honnêtement perdre temps fou espérer,3,document / scan / rond,document / scan / rond,Dépôt / scan de documents
4441,2024-01-29,iOS,App,pos,photo,vol,10+ ans,tiers,5,faible,Grand Est,App,"Nickel, je ne peux pas joindre les images après trois essais et j'ai pu finaliser sans stress, alors tout est bien expliqué, bravo à l'équipe.",nickel joindre image essai finaliser stress bien expliquer bravo équipe,8,finaliser / stress / satisfait,finaliser / stress / satisfait,finaliser / stress / satisfait
4442,2024-04-16,Web,App,neg,photo,collision,10+ ans,pro,1,faible,Auvergne-Rhône-Alpes,App,"Je suis déçu, l'ajout des photos bloque à la fin du formulaire et je perds tout, donc rien n'avance, j'ai fini par appeler.",décevoir ajout photo bloqu fin formulaire perdre rien avance finir appeler,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4443,2024-02-26,Android,App,neg,photo,collision,10+ ans,tous_risques,1,faible,Bretagne,App,"Franchement, je ne peux pas joindre les images après trois essais, bref ça bloque encore, j'espère que ça ira mieux.",franchement joindre image essai bref bloquer espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4444,2024-08-09,iOS,App,pos,lenteur,vol,1-3 ans,tous_risques,5,faible,Île-de-France,Téléphone,"Nickel, le dossier met trop longtemps à s'afficher quand je joins une pièce mais la résolution a été rapide.",nickel dossier mettre trop afficher joindre pièce résolution être rapide,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
4445,2024-01-08,Android,App,neu,photo,collision,1-3 ans,tous_risques,3,faible,Nouvelle-Aquitaine,Email,"C'est mitigé, je ne peux pas joindre les images sur l'étape des justificatifs, bref ça passe mais c'est limite, le support via email a aidé.",mitiger joindre image étape justificatif bref passer limite support e-mail aider,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4446,2024-06-27,Android,Téléphone,neg,photo,collision,10+ ans,tous_risques,1,moyenne,Nouvelle-Aquitaine,Web,"Franchement, la caméra ne s'ouvre pas après trois essais, alors je perds un temps fou, merci quand même.",franchement caméra ouvrir essai perdre temps fou,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4447,2024-12-11,Android,Téléphone,neg,lenteur,vol,1-3 ans,tiers,1,faible,PACA,Téléphone,"Franchement, le site rame énormément à chaque étape et je perds tout, alors rien n'avance, merci de corriger vite.",franchement site rame énormément étape perdre rien avance corriger vite,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
4448,2024-07-26,Web,Web,neg,authentification,collision,1-3 ans,pro,2,moyenne,Bretagne,App,Franchement le code SMS n'arrive pas alors que mes identifiants sont bons malgré plusieurs essais du coup je perds un temps fou je vais réessayer.,franchement code sms arriver identifiant bon essai coup perdre temps fou réessayer,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
4449,2024-10-08,Android,App,pos,parcours,bris_de_glace,3-10 ans,tous_risques,5,faible,Bourgogne-Franche-Comté,App,"Bonne expérience, les boutons ne sont pas clairs entre les onglets au début, puis tout s'est débloqué rapidement.",bon expérience bouton clair onglet début débloquer rapidement,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4450,2024-04-02,Android,App,neu,parcours,collision,3-10 ans,tiers,3,faible,Occitanie,App,"C'est mitigé, les boutons ne sont pas clairs entre les onglets, honnêtement ça passe mais c'est limite, le support via app a aidé.",mitiger bouton clair onglet honnêtement passer limite support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
4451,2024-08-13,iOS,App,neg,photo,collision,3-10 ans,tous_risques,2,faible,Grand Est,Téléphone,"C'est inadmissible, l'envoi des clichés échoue même en 4G et je perds tout, du coup ça bloque encore, merci quand même.",inadmissible envoi cliché échouer perdre coup bloquer,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4452,2024-02-11,Android,Email,neu,photo,collision,3-10 ans,tous_risques,3,moyenne,Hauts-de-France,Téléphone,"Globalement ça va, l'ajout des photos bloque à la fin du formulaire, donc ça passe mais c'est limite, j'attends une amélioration.",globalement ajout photo bloqu fin formulaire passer limite attendre amélioration,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4453,2024-11-19,iOS,Téléphone,pos,parcours,incendie,1-3 ans,pro,4,faible,Grand Est,App,"Merci, les infos demandées se répètent entre les onglets mais la résolution a été rapide, mais le suivi était clair, service efficace, rapide.",info demander répèter onglet résolution être rapide suivi clair service efficace rapide,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4454,2024-03-19,Android,Web,neu,photo,collision,1-3 ans,tous_risques,3,faible,Nouvelle-Aquitaine,Téléphone,"Pas terrible mais bon, l'envoi des clichés échoue à la fin du formulaire, et j'ai dû m'y reprendre, ça manque de simplicité.",terrible bon envoi cliché échouer fin formulaire devoir reprendre manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4455,2024-02-02,iOS,App,neg,parcours,collision,3-10 ans,tous_risques,1,faible,Île-de-France,Téléphone,"Ras-le-bol, je ne comprends pas les étapes entre les onglets et je perds tout, franchement rien n'avance, merci quand même.",ras-le-bol comprendre étape onglet perdre franchement rien avance,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4456,2024-11-17,Android,App,neu,photo,collision,3-10 ans,tiers,3,faible,Nouvelle-Aquitaine,Web,"C'est mitigé, la caméra ne s'ouvre pas après trois essais, bref ça passe mais c'est limite, j'attends une amélioration.",mitiger caméra ouvrir essai bref passer limite attendre amélioration,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4457,2024-12-07,Web,App,pos,photo,bris_de_glace,1-3 ans,jeune_conducteur,5,faible,Grand Est,Web,"Merci, les photos restent en attente sur l'étape des justificatifs mais la résolution a été rapide, mais tout est bien expliqué, service efficace, merci.",photo attente étape justificatif résolution être rapide bien expliquer service efficace,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4458,2024-02-27,Web,Web,neu,parcours,bris_de_glace,3-10 ans,tiers,3,moyenne,Île-de-France,App,"Globalement ça va, je n'arrive pas à trouver où suivre mon sinistre pour une simple déclaration, alors j'ai dû m'y reprendre, j'attends une amélioration.",globalement arriver trouver sinistre simple déclaration devoir reprendre attendre amélioration,-1,Outliers,Outliers,Outliers
4459,2024-05-25,Web,App,neu,lenteur,collision,10+ ans,tiers,3,faible,Grand Est,App,"C'est mitigé, l'app met des minutes à répondre au moment d'envoyer, du coup j'ai réussi au final, j'attends une amélioration.",mitiger app mettre minute répondre moment envoyer coup réussir final attendre amélioration,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
4460,2024-10-18,Android,App,neu,lenteur,bris_de_glace,3-10 ans,tiers,3,moyenne,Occitanie,App,"C'est mitigé, le site rame énormément depuis hier soir, franchement ça passe mais c'est limite, le support via app a aidé.",mitiger site rame énormément hier soir franchement passer limite support app aider,-1,Outliers,Outliers,Outliers
4461,2024-01-19,Android,Agence,neu,lenteur,catastrophe_naturelle,1-3 ans,jeune_conducteur,3,moyenne,Pays de la Loire,App,"Ça pourrait être mieux, le site rame énormément sur la validation finale, donc j'ai réussi au final, j'attends une amélioration.",mieux site rame énormément validation final réussir final attendre amélioration,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4462,2024-06-16,Android,App,neg,photo,collision,3-10 ans,tous_risques,2,moyenne,Nouvelle-Aquitaine,App,"Je suis déçu, les photos restent en attente sur l'étape des justificatifs malgré plusieurs essais, alors ça bloque encore, merci de corriger vite.",décevoir photo attente étape justificatif essai bloquer corriger vite,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4463,2024-06-30,Android,App,neu,lenteur,vol,0-1 an,tous_risques,3,faible,Hauts-de-France,App,"Globalement ça va, le chargement est interminable au moment d'envoyer, bref j'ai dû m'y reprendre, le support via app a aidé.",globalement chargement interminable moment envoyer bref devoir reprendre support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
4464,2024-08-12,Android,Téléphone,pos,bug,vol,0-1 an,tous_risques,4,moyenne,Grand Est,Téléphone,"Bonne expérience, le bouton valider ne fait rien quand j'ouvre le dossier au début, puis tout s'est débloqué rapidement.",bon expérience bouton valider rien ouvrir dossier début débloquer rapidement,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4465,2024-12-19,Android,App,neu,bug,collision,3-10 ans,tous_risques,3,moyenne,Île-de-France,Téléphone,"C'est mitigé, j'ai un écran blanc dès que je passe à l'étape suivante, bref j'ai réussi au final, le support via téléphone a aidé.",mitiger écran blanc passer étape bref réussir final support téléphone aider,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4466,2024-08-05,Web,Web,neg,lenteur,collision,1-3 ans,tous_risques,1,faible,Occitanie,Agence,"Franchement, le site rame énormément au moment d'envoyer, bref je perds un temps fou, j'ai fini par appeler.",franchement site rame énormément moment envoyer bref perdre temps fou finir appeler,9,site / rame / énormément,site / rame / énormément,site / rame / énormément
4467,2024-02-12,Android,App,neg,complexité,vol,3-10 ans,tous_risques,2,faible,Île-de-France,App,"Je suis déçu, c'est trop technique pour avancer et je perds tout, bref ça bloque encore, ça devient pénible.",décevoir trop technique avancer perdre bref bloquer devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4468,2024-06-18,Android,App,neu,photo,vol,0-1 an,pro,3,forte,Île-de-France,Téléphone,"C'est mitigé, l'envoi des clichés échoue à la fin du formulaire, alors j'ai réussi au final, ça manque de simplicité.",mitiger envoi cliché échouer fin formulaire réussir final manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4469,2024-03-16,Android,App,neu,authentification,collision,3-10 ans,tiers,3,faible,Bretagne,Web,"C'est mitigé, ça bloque sur l'authentification depuis plusieurs tentatives, franchement ça passe mais c'est limite, le support via web a aidé.",mitiger bloquer authentification tentative franchement passer limite support web aider,11,id / face / reconnaissance,id / face / reconnaissance,id / face / reconnaissance
4470,2024-12-14,Web,App,neg,parcours,bris_de_glace,10+ ans,tous_risques,2,faible,Île-de-France,Web,"Très mécontent, je n'arrive pas à trouver où suivre mon sinistre pour une simple déclaration et je perds tout.",mécontent arriver trouver sinistre simple déclaration perdre,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4471,2024-11-05,Android,App,neg,photo,incendie,0-1 an,tiers,2,moyenne,Île-de-France,App,"C'est inadmissible, l'envoi des clichés échoue même en 4G malgré plusieurs essais, et ça bloque encore, bonne journée.",inadmissible envoi cliché échouer essai bloquer bon journée,-1,Outliers,Outliers,Outliers
4472,2024-09-05,Web,App,neu,photo,bris_de_glace,1-3 ans,tous_risques,3,moyenne,Hauts-de-France,Web,"Ça pourrait être mieux, la caméra ne s'ouvre pas au moment de valider, honnêtement ça passe mais c'est limite, j'attends une amélioration.",mieux caméra ouvrir moment valider honnêtement passer limite attendre amélioration,-1,Outliers,Outliers,Outliers
4473,2024-02-19,Android,App,neg,photo,catastrophe_naturelle,3-10 ans,jeune_conducteur,1,faible,Grand Est,App,"C'est inadmissible, la caméra ne s'ouvre pas après trois essais et je perds tout, franchement ça bloque encore, ça devient pénible.",inadmissible caméra ouvrir essai perdre franchement bloquer devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4474,2024-01-03,iOS,Web,neg,photo,vol,1-3 ans,pro,1,faible,Auvergne-Rhône-Alpes,Téléphone,"Franchement, l'envoi des clichés échoue au moment de valider, donc rien n'avance, c'est pas sérieux.",franchement envoi cliché échouer moment valider rien avance sérieux,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4475,2024-03-09,iOS,Web,pos,lenteur,collision,0-1 an,tiers,4,moyenne,PACA,App,"Nickel, le site rame énormément depuis ce matin et j'ai pu finaliser sans stress, bref le suivi était clair, continuez comme ça, rapide.",nickel site rame énormément matin finaliser stress bref suivi clair continuer rapide,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
4476,2024-07-07,Android,Web,neg,complexité,collision,3-10 ans,tiers,2,faible,PACA,Web,"Franchement, on me demande des infos impossibles pour un petit impact malgré plusieurs essais, mais je perds un temps fou, j'ai fini par appeler.",franchement demande info impossible petit impact essai perdre temps fou finir appeler,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4477,2024-06-09,Android,Web,neg,parcours,vol,0-1 an,tiers,1,faible,Nouvelle-Aquitaine,App,"Franchement, je n'arrive pas à trouver où suivre mon sinistre entre devis et sinistre, honnêtement rien n'avance, ça devient pénible.",franchement arriver trouver sinistre devis sinistre honnêtement rien avancer devenir pénible,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4478,2024-08-30,iOS,Web,neg,bug,collision,3-10 ans,pro,1,moyenne,Île-de-France,Email,"Je suis déçu, l'application plante dès que je passe à l'étape suivante, mais ça bloque encore, merci quand même.",décevoir application plant passer étape bloquer,13,application / plant / confirmer,application / plant / confirmer,application / plant / confirmer
4479,2024-12-30,iOS,Web,neg,parcours,collision,1-3 ans,tous_risques,2,faible,Normandie,App,"Je suis déçu, je ne comprends pas les étapes quand il faut choisir le garage malgré plusieurs essais, donc rien n'avance, merci de corriger vite.",décevoir comprendre étape falloir choisir garage essai rien avance corriger vite,6,choisir / garage / falloir,choisir / garage / falloir,choisir / garage / falloir
4480,2024-08-07,iOS,Web,neu,parcours,collision,1-3 ans,tous_risques,3,faible,Auvergne-Rhône-Alpes,App,Pas terrible mais bon je n'arrive pas à trouver où suivre mon sinistre pour une simple déclaration donc j'ai dû m'y reprendre ça manque de.,terrible bon arriver trouver sinistre simple déclaration devoir reprendre manqu,-1,Outliers,Outliers,Outliers
4481,2024-11-18,Web,Web,neu,lenteur,collision,10+ ans,jeune_conducteur,3,moyenne,Île-de-France,App,"C'est mitigé, le chargement est interminable quand je joins une pièce, franchement ça passe mais c'est limite, ça manque de simplicité.",mitiger chargement interminable joindre pièce franchement passer limite manque simplicité,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4482,2024-02-11,Android,Web,neg,photo,collision,3-10 ans,tous_risques,1,moyenne,Occitanie,Email,"Ras-le-bol, l'ajout des photos bloque sur l'étape des justificatifs malgré plusieurs essais, et rien n'avance, merci quand même.",ras-le-bol ajout photo bloqu étape justificatif essai rien avance,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4483,2024-08-26,Android,App,neg,photo,collision,3-10 ans,tous_risques,2,moyenne,Île-de-France,App,"C'est inadmissible, l'ajout des photos bloque après trois essais et je perds tout, du coup ça bloque encore, je vais réessayer plus tard.",inadmissible ajout photo bloquer essai perdre coup bloquer réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4484,2024-01-07,Web,Agence,neg,photo,collision,1-3 ans,tous_risques,1,faible,Nouvelle-Aquitaine,Téléphone,"Je suis déçu, les photos restent en attente à la fin du formulaire et je perds tout, et rien n'avance, j'ai fini par appeler.",décevoir photo attente fin formulaire perdre rien avance finir appeler,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4485,2024-07-09,Web,Web,neu,lenteur,collision,10+ ans,tiers,3,moyenne,PACA,App,"C'est mitigé, ça mouline sans fin à chaque étape, bref ça passe mais c'est limite, le support via app a aidé.",mitiger mouliner fin étape bref passer limite support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
4486,2024-07-10,iOS,App,neu,bug,incendie,3-10 ans,jeune_conducteur,3,faible,Auvergne-Rhône-Alpes,Téléphone,"C'est mitigé, le bouton valider ne fait rien dès que je passe à l'étape suivante, franchement j'ai dû m'y reprendre, j'attends une amélioration.",mitiger bouton valider rien passer étape franchement devoir reprendre attendre amélioration,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4487,2024-06-30,Android,App,pos,photo,bris_de_glace,1-3 ans,tous_risques,4,faible,Île-de-France,Web,"Merci, l'envoi des clichés échoue après trois essais au début, puis tout s'est débloqué rapidement, honnêtement le suivi était clair, continuez comme ça.",envoi cliché échouer essai début débloquer rapidement honnêtement suivi clair continuer,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4488,2024-07-14,Web,Web,neg,photo,collision,1-3 ans,tous_risques,1,faible,Auvergne-Rhône-Alpes,App,"Très mécontent, la caméra ne s'ouvre pas au moment de valider et je perds tout, bref rien n'avance, ça devient pénible.",mécontent caméra ouvrir moment valider perdre bref rien avance devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4489,2024-12-26,Android,Web,neu,complexité,catastrophe_naturelle,3-10 ans,tous_risques,3,faible,Nouvelle-Aquitaine,Web,"Globalement ça va, les justificatifs demandés sont trop nombreux pour un sinistre simple, donc ça passe mais c'est limite, j'attends une amélioration.",globalement justificatif demander trop sinistre simple passer limite attendre amélioration,-1,Outliers,Outliers,Outliers
4490,2024-12-29,iOS,Web,neg,photo,collision,10+ ans,tous_risques,2,moyenne,Île-de-France,App,"Franchement, la caméra ne s'ouvre pas sur l'étape des justificatifs, donc je perds un temps fou, ça devient pénible.",franchement caméra ouvrir étape justificatif perdre temps fou devenir pénible,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4491,2024-06-07,Web,App,pos,photo,bris_de_glace,3-10 ans,tiers,4,forte,Nouvelle-Aquitaine,Email,"Merci, la caméra ne s'ouvre pas même en 4G mais la résolution a été rapide, honnêtement le suivi était clair, continuez comme ça.",caméra ouvrir résolution être rapide honnêtement suivi clair continuer,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4492,2024-02-10,Android,Web,neg,photo,collision,1-3 ans,tiers,2,faible,Grand Est,Web,"Je suis déçu, la caméra ne s'ouvre pas après trois essais et je perds tout, franchement rien n'avance, je vais réessayer plus tard.",décevoir caméra ouvrir essai perdre franchement rien avance réessayer tard,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4493,2024-02-17,iOS,Téléphone,pos,parcours,bris_de_glace,3-10 ans,jeune_conducteur,5,moyenne,Normandie,Agence,"Très satisfait, je n'arrive pas à trouver où suivre mon sinistre sur la partie indemnisation mais la résolution a été rapide.",satisfait arriver trouver sinistre partie indemnisation résolution être rapide,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4494,2024-03-03,Android,Web,neg,photo,collision,0-1 an,jeune_conducteur,1,faible,PACA,Téléphone,"Franchement, l'envoi des clichés échoue après trois essais malgré plusieurs essais, franchement rien n'avance, merci de corriger vite.",franchement envoi cliché échouer essai essai franchement rien avance corriger vite,1,perdre / trop / rien,Perte d'informations,Perte d’informations dans le parcours
4495,2024-05-01,Web,App,neu,parcours,collision,3-10 ans,tiers,3,forte,Auvergne-Rhône-Alpes,Téléphone,"C'est mitigé, on tourne en rond dans les écrans quand il faut choisir le garage, alors ça passe mais c'est limite, ça manque de simplicité.",mitiger tourne rond écran falloir choisir garage passer limite manque simplicité,6,choisir / garage / falloir,choisir / garage / falloir,choisir / garage / falloir
4496,2024-10-21,Android,Web,neg,bug,incendie,1-3 ans,tous_risques,2,moyenne,Auvergne-Rhône-Alpes,Téléphone,"Ras-le-bol, j'ai un écran blanc au moment de confirmer malgré plusieurs essais, alors je perds un temps fou, j'espère que ça ira mieux.",ras-le-bol écran blanc moment confirmer essai perdre temps fou espérer aller mieux,2,onglet / écran / bouton,Problèmes d'interface,Problèmes d’interface utilisateur
4497,2024-04-23,Android,Web,neu,authentification,incendie,10+ ans,tiers,3,moyenne,Bourgogne-Franche-Comté,App,"Globalement ça va, le lien de connexion expire depuis plusieurs tentatives, franchement ça passe mais c'est limite, le support via app a aidé.",globalement lien connexion expir tentative franchement passer limite support app aider,5,app / minute / répondre,app / minute / répondre,app / minute / répondre
4498,2024-05-26,Android,Web,neg,photo,bris_de_glace,0-1 an,tiers,1,faible,Bretagne,App,"Très mécontent, les photos restent en attente après trois essais malgré plusieurs essais, du coup ça bloque encore, j'espère que ça ira mieux.",mécontent photo attente essai essai coup bloquer espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4499,2024-10-14,iOS,App,neg,lenteur,collision,0-1 an,tiers,1,faible,Nouvelle-Aquitaine,Email,"Très mécontent, le chargement est interminable depuis ce matin malgré plusieurs essais, mais je perds un temps fou, c'est pas sérieux.",mécontent chargement interminable matin essai perdre temps fou sérieux,12,soir / hier / mouliner,soir / hier / mouliner,soir / hier / mouliner
4500,2024-07-05,Android,App,neg,photo,collision,3-10 ans,tous_risques,2,forte,PACA,App,"C'est inadmissible, l'ajout des photos bloque après trois essais malgré plusieurs essais, bref je perds un temps fou, bonne journée.",inadmissible ajout photo bloquer essai essai bref perdre temps fou bon journée,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4501,2024-09-03,Android,Email,neu,authentification,catastrophe_naturelle,1-3 ans,tous_risques,3,moyenne,Centre-Val de Loire,App,"Ça pourrait être mieux, le mot de passe est refusé depuis plusieurs tentatives, et ça passe mais c'est limite, j'attends une amélioration.",mieux mot passe refuser tentative passer limite attendre amélioration,-1,Outliers,Outliers,Outliers
4502,2024-07-12,Android,App,pos,bug,catastrophe_naturelle,3-10 ans,tous_risques,4,faible,Normandie,App,"Nickel, le bouton valider ne fait rien après la mise à jour au début, puis tout s'est débloqué rapidement.",nickel bouton valider rien mise jour début débloquer rapidement,10,nickel / rapide / stress,nickel / rapide / stress,nickel / rapide / stress
4503,2024-07-13,iOS,App,neg,photo,collision,1-3 ans,tous_risques,1,moyenne,Auvergne-Rhône-Alpes,App,"C'est inadmissible, je ne peux pas joindre les images pendant la déclaration, du coup rien n'avance, j'espère que ça ira mieux.",inadmissible joindre image déclaration coup rien avancer espérer aller mieux,0,photo / attente / ajout,Dépôt de photos lent,Dépôt de photos lent ou bloqué
4504,2024-04-21,Android,App,neu,lenteur,collision,3-10 ans,pro,3,faible,Auvergne-Rhône-Alpes,Téléphone,Pas terrible mais bon les pages se figent à chaque clic quand je joins une pièce bref j'ai réussi au final le support via téléphone.,terrible bon page figer clic joindre pièce bref réussir final support téléphone,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
4505,2024-02-23,iOS,Web,neg,bug,bris_de_glace,3-10 ans,tous_risques,1,faible,Pays de la Loire,Web,"C'est inadmissible, un message d'erreur apparaît sur mon téléphone et je perds tout, mais ça bloque encore, ça devient pénible.",inadmissible message erreur apparaître téléphone perdre bloquer devenir pénible,4,téléphone / sms / code,Authentification SMS,Authentification par SMS
